"n"	"lambda"	"maxfitness"	"alpha"	"Q"	"m"
"1481"	4	0.014729168266058	0.938747071744768	0.135928486892954	1.93666391994338	4
"1482"	3	0.172857650654419	2.06554398040292	5.64897413495928	1.06123513262719	3
"1483"	1	0.122691697627306	1.0469278989381	7.91034490766469	3.14067912637256	1
"1484"	4	0.104685243219137	0.951683832250391	0.685979118524119	3.90083407005295	4
"1485"	10	0.204994751504603	2.26364347155458	7.13347141996492	5.2354827048257	10
"1486"	5	0.393808412162547	0.207135128564141	7.32975565986708	2.44053809647448	5
"1487"	5	0.0343694535084069	0.717973037923235	5.35820626555942	2.91962784854695	5
"1488"	1	0.586741591956387	2.86328965326807	4.36572292004712	5.01482674106956	1
"1489"	2	0.524575695742793	3.28892151292323	8.19978506746702	4.7734189912444	2
"1490"	5	0.00024236089430113	2.28873915859413	3.63204891262576	2.49116675800178	5
"1491"	4	0.336320989562159	0.464149766164334	4.58996476077009	0.635634403210133	4
"1492"	1	0.409081010503655	0.444816410988015	4.12795100472867	4.34585237142164	1
"1493"	10	0.182685227570301	3.07209231580104	3.97917904986534	5.80707922484726	10
"1494"	3	0.317809469810309	0.108728898304586	5.85097465303261	3.46111786540132	3
"1495"	1	1.40259923554006	0.0639793592108529	2.14221925109159	1.45271742471959	1
"1496"	3	0.02867445265377	2.75965038604823	2.66707713899668	2.11472954938654	3
"1497"	5	0.0239140380173922	0.00184807696289798	3.17756403137464	2.09536389936693	5
"1498"	10	0.397866879759317	2.49947291990212	1.04095422532409	2.8541368432343	10
"1499"	3	0.359019011242275	0.218330638994981	3.7315298397094	1.07575382047798	3
"1500"	2	0.155600141097638	1.13233841736399	4.68183938041329	1.08460494759493	2
"1501"	1	0.0367972934618592	1.70707479452998	4.85636441865936	4.09332788316533	1
"1502"	5	0.0385988767666026	1.04106679784731	2.28754944186658	0.582061869557947	5
"1503"	9	0.272490473828259	2.01324973833363	3.28244526402559	3.52372183278203	9
"1504"	9	0.206894657938721	0.0479108458209357	3.94375815908425	2.20895798923448	9
"1505"	6	1.04414446087261	1.76720830637093	8.85012651458383	4.15212350245565	6
"1506"	5	0.195769426365954	2.79981615386147	7.2018161074724	2.90689466253389	5
"1507"	3	0.0336618902630505	1.50718580429138	1.81693299054168	2.48728600784671	3
"1508"	10	0.0379296347498894	0.257622957956335	5.21290120875928	5.05822098173667	10
"1509"	14	0.0910159017890692	1.97995347271625	5.05625848651398	1.4675412554061	14
"1510"	4	0.078850603151408	1.30424923102999	4.48593263879884	4.75958026992157	4
"1511"	2	0.0547913126894404	5.61915303522575	1.79983991454355	1.20024006906897	2
"1512"	2	0.230955602965298	4.75792899916145	5.12520886270795	0.879458948271349	2
"1513"	7	0.00650100838392973	2.15535249176058	9.74498360552825	2.43154857831541	7
"1514"	1	0.122011673822999	1.44471242469194	8.71431293780915	5.95644643355627	1
"1515"	6	0.0366231629624963	3.76002385513958	4.72325209416449	1.10202514124103	6
"1516"	1	0.999153861717181	0.609501721830003	9.0092894341331	2.44466598355211	1
"1517"	39	0.586398677494297	2.06016604919496	5.7468247697223	0.723448605858721	39
"1518"	1	0.133675669599324	0.326357229608589	8.55991304249037	4.32338178064674	1
"1519"	4	0.0914867623998302	0.569115760124536	5.55259282581974	4.20123235450592	4
"1520"	6	0.0206733212336413	0.246680910731989	4.81164533097763	5.85955339437351	6
"1521"	7	0.0635110585190303	0.228963573808915	1.80513622898143	1.32986475771759	7
"1522"	14	0.42220818956656	0.730118607867129	2.38641914820764	2.52580224664416	14
"1523"	3	0.324809062464123	2.91012841955913	6.3858089125948	2.71962424495723	3
"1524"	1	0.103264030814171	1.67656410341321	9.83315699843224	4.11095186520834	1
"1525"	2	0.0325811512544361	0.287369224064619	1.78250284951646	4.26744865847286	2
"1526"	2	0.21677984613085	3.32666739257333	6.04712331607006	4.22618888609577	2
"1527"	3	0.0373140911571682	4.61525080789519	0.199802941153757	1.9647503006272	3
"1528"	11	0.0601453868672252	7.19591394259644	7.20409593693912	3.04871138045564	11
"1529"	1	0.058752865455182	4.52011658259181	4.09756570949685	3.86248722614255	1
"1530"	1	0.276636401369217	3.14563767829042	6.29243175424635	5.58956236229278	1
"1531"	1	0.0437701883725822	0.221170403953016	0.184619496343657	0.957434725947678	1
"1532"	8	0.380201830325608	1.82983651178556	6.95088884059805	5.24771701463033	8
"1533"	3	0.244620564012768	7.79081972291107	1.69055475725327	2.14033089205623	3
"1534"	4	0.308031888289337	0.0480088349603671	9.89457585597411	5.71271777746733	4
"1535"	7	0.103646924812347	5.7024000875464	6.73301333843265	4.66003423975781	7
"1536"	7	0.110533683933318	1.62379693315478	7.63141901746858	4.07613506214693	7
"1537"	2	0.0973938302136958	1.45846205082134	5.74094246993773	5.66555970511399	2
"1538"	1	0.696283487561059	1.36306015656317	8.86382743059658	4.80239830212668	1
"1539"	15	0.337044361481623	3.87639270551294	3.82497102469206	5.07864669151604	15
"1540"	9	0.0770087625831366	1.38772133866839	2.42534545860253	3.69733693462331	9
"1541"	17	0.00585360731929541	2.71246416982779	6.13264897703193	1.58121786895208	17
"1542"	1	0.653969064321289	0.650208697461178	2.84263685382903	3.0979260612512	1
"1543"	4	0.323875217122917	0.664068931279792	0.494906647107564	5.15067978855222	4
"1544"	2	0.241404528566117	2.87651173239975	7.17279211294372	4.28251669742167	2
"1545"	7	0.0867537900149918	2.14701132813094	4.50547324623913	3.13253606017679	7
"1546"	1	0.347202078981285	0.986073500585893	8.25229293284938	3.61526976095047	1
"1547"	4	0.0311488712051572	1.84365447063479	5.21609691851772	1.13688995921984	4
"1548"	8	0.0258754789474709	2.83767814636324	6.75989333621692	0.52393023786135	8
"1549"	3	0.120025082025677	2.76395328167489	9.13575417494867	5.58844912052155	3
"1550"	12	0.0881880042143166	1.18583228939355	8.15836727344431	3.43382469192147	12
"1551"	9	0.070769584998604	1.58547066584026	3.18676523750182	3.88944794610143	9
"1552"	3	0.0880334318615496	1.26298845468195	2.3124519439647	2.88417919632047	3
"1553"	2	0.465672085781522	6.4104911659727	9.06706978692673	2.50268194661476	2
"1554"	6	0.121636894677464	0.772007474059001	7.52918164662551	2.87166579556651	6
"1555"	24	0.0383143836289452	1.06064667921499	5.05524364465382	0.77221010113135	24
"1556"	11	0.00945228668060472	0.74988230327989	3.7360604415182	5.03383179707453	11
"1557"	12	0.155907431795242	1.43111239304031	9.97105994289741	3.66546709113754	12
"1558"	3	0.0195542329922318	2.25448393427963	1.29406270124018	1.77794666821137	3
"1559"	10	0.00855036173015833	0.574111145560893	6.0008536322508	0.585448996396735	10
"1560"	1	0.0739619759842753	0.311843683971715	2.7058634768473	2.02494158467744	1
"1561"	1	0.0402795490808785	4.00847369713955	6.46606134162284	4.1260690856725	1
"1562"	2	0.0575009623542428	2.39357076078094	0.661075111245736	2.86425109754782	2
"1563"	7	0.118857009056956	0.583331804462832	0.126137180952355	5.76196128001902	7
"1564"	1	0.0525370000452743	6.32237085701362	9.14340516987722	1.35932669695467	1
"1565"	4	0.30176052177212	3.4824022119199	1.09833089476451	1.90630422276445	4
"1566"	11	0.109616318882415	7.51760882823791	7.42892111914698	0.864994100644253	11
"1567"	4	0.269758049390259	0.913562835502157	2.6867873408366	2.10951671085786	4
"1568"	4	0.21294751445854	1.45251946719329	5.72298826025799	3.52232638827991	4
"1569"	6	0.15958808082247	2.80456228665549	9.57142598559149	5.30440297152381	6
"1570"	2	0.0152048947289586	2.87038293987213	3.84646842870861	2.88953880849294	2
"1571"	1	0.247980150199475	1.28914146451047	4.16162201627158	0.77087612519972	1
"1572"	4	0.0321089120581746	4.14317398968594	3.23622280322015	5.87977753242012	4
"1573"	11	0.0732186517678201	1.06145762957754	4.22028790833429	5.19090085464995	11
"1574"	1	0.220920893541517	0.744492921014854	4.96794228588697	5.37867339339573	1
"1575"	9	1.00045544834514	0.854603864302391	5.10377783644944	5.95413335540798	9
"1576"	1	0.159264508998933	1.79743738804357	9.95851471489295	5.82021982374135	1
"1577"	8	0.416983513881393	0.206936599389419	3.49981645243242	2.86645647219848	8
"1578"	15	0.41278872823525	0.739029964116597	0.232583093433641	0.894935932941735	15
"1579"	1	0.781450421693635	1.55363826411592	9.10785435414873	1.12361586105544	1
"1580"	2	0.0670385116709564	2.21469097866118	8.98114304037299	0.750281376531348	2
"1581"	7	0.07384728739628	2.79239797096896	5.15603922798764	4.68688987882342	7
"1582"	7	0.0779203286394477	2.3685373013131	2.01104597679805	1.29379479668569	7
"1583"	3	0.426589468468852	4.1368156616987	5.25271042839158	1.07119103311561	3
"1584"	4	0.494136873234935	0.239511605304262	3.15286445892416	4.556771099451	4
"1585"	1	0.134882370755076	2.00089097851382	4.86656855428591	1.19338873669039	1
"1586"	4	0.333607801033144	1.31873855819981	1.97864757096395	4.39082217111718	4
"1587"	4	0.750486756406581	2.32645724296256	0.670248675532639	1.97295494552236	4
"1588"	21	0.12197405342595	1.63829214620523	2.04959987609182	5.3301167775644	21
"1589"	2	0.254529438531938	2.23222553056105	4.02715671912301	2.03222087281756	2
"1590"	3	0.313454541547184	1.68959655356075	3.36467749376316	1.32979518698994	3
"1591"	1	0.101821300480515	0.569229972352918	3.77963498597965	3.44429271097761	1
"1592"	3	0.273397088601234	1.28723657715888	6.73662166120484	1.1349137884099	3
"1593"	4	0.547549392630286	1.22126960226385	2.6346794938203	5.44711918383837	4
"1594"	2	0.0748787524479512	3.21527389313391	2.69837041520514	3.71929014241323	2
"1595"	4	0.241270396477523	0.493131333162013	7.14922149484046	0.903708330704831	4
"1596"	3	0.246744760676267	3.32252128964362	7.48674961004872	1.79002912563737	3
"1597"	1	0.0259957953022132	0.732950160702336	3.11281003090553	2.53568061639089	1
"1598"	3	0.0581059826537967	2.27878332412165	0.544699561456218	0.80701810924802	3
"1599"	1	1.08452503414531	0.967733495134603	1.88362555254716	3.17367517994717	1
"1600"	1	0.170399594857338	1.4923416288623	1.37842717901804	5.63653377129231	1
"1601"	6	0.221906744680348	1.63141277155231	0.326146357064135	3.52744340058416	6
"1602"	3	0.0390201292932034	9.81558733676651	6.1217489133589	3.54599871195387	3
"1603"	1	0.0261250155046582	6.10106771610742	3.31370730025228	3.04874218453187	1
"1604"	2	0.344558623260428	3.85221127802029	8.83814680792857	4.94219556730241	2
"1605"	4	0.00517942147398329	4.08043400403195	5.49840837402735	2.94850575760938	4
"1606"	2	0.294703633843028	2.46562096024854	3.80638958127238	0.65368157858029	2
"1607"	1	0.0217456065580992	1.09755902392234	1.20866027835291	5.68278517678846	1
"1608"	3	0.111181495990604	1.17063599406299	4.69723017821088	5.88273230858613	3
"1609"	1	0.0980119747109711	6.92670534831716	1.52475605113432	5.78761717106681	1
"1610"	4	0.0206667316146195	1.10681828877449	3.06502329825889	5.84808148129378	4
"1611"	4	0.138056675251573	0.314478302942178	3.49035820623394	1.22179093630984	4
"1612"	1	0.0196023567579687	1.18789813596123	6.80821815351956	5.74064216238912	1
"1613"	3	0.0523024760186672	1.15636386933611	3.85720760866534	2.94223800464533	3
"1614"	10	0.287629238499289	1.36013674402357	1.6115640726639	5.01060101471376	10
"1615"	3	0.361465366540437	2.57649863824931	5.32467860803008	3.23512311663944	3
"1616"	1	0.127138164825737	0.748174475164179	9.08261008162517	1.49756223196164	1
"1617"	13	0.0866824665106833	0.159148163049494	5.25162543545011	5.26547056972049	13
"1618"	1	0.0852272063074438	0.903886461674838	2.192518666666	2.4391044449294	1
"1619"	1	0.174557500137928	0.0167030372165098	0.351599430129863	4.78766865725629	1
"1620"	7	0.357661891124026	4.17384242005272	2.4219855528092	4.50959499413148	7
"1621"	1	0.149554668917301	0.0270527971218067	2.19010288231075	5.82611612090841	1
"1622"	1	0.0601883641444147	0.0208518176468028	2.43149214226287	5.54363756964449	1
"1623"	3	0.32684616600051	0.640166693101176	0.741233555250801	2.59258800151292	3
"1624"	1	0.00681169852614403	3.78043758083231	7.6744715409819	1.11431799991988	1
"1625"	5	0.0427687482972805	1.36393241908181	7.9460794982966	0.609339184476994	5
"1626"	8	0.186714767924615	4.71170427058379	0.339881465793587	1.91980063659139	8
"1627"	5	0.156652579820695	3.64697346730734	2.4648454639595	2.49820609705057	5
"1628"	3	0.0540891871100882	2.82396818277431	8.05119602081832	3.00782249914482	3
"1629"	5	0.00729210106655955	2.11016828938184	5.19572907045949	2.1578705473803	5
"1630"	12	0.1777844690068	0.245170297141075	4.99427304731216	3.65465594117995	12
"1631"	7	0.40603681912828	12.4349748356153	4.75048630489036	3.84523036133032	7
"1632"	3	0.0468805092826624	0.225103529571064	6.73509767886717	4.26244240510277	3
"1633"	1	0.484755328208196	0.0879133477888664	8.43655977204908	5.49532144330442	1
"1634"	7	0.0943280850537121	0.240371233841289	8.82343458365649	4.27362308488227	7
"1635"	1	0.137151614949107	2.01303654978454	9.56973088292871	0.500548135838471	1
"1636"	7	0.338636113204612	0.201664543785034	6.85223495820537	4.62751005263999	7
"1637"	10	0.198007483585718	2.10279195884483	8.38417993457988	3.26576164353173	10
"1638"	21	0.0195133442959637	1.46113861911509	2.17814064312261	2.86098113376647	21
"1639"	3	0.0987566740252078	0.691794242366036	6.87506928499788	5.38889113173354	3
"1640"	3	0.18785290493721	1.0618182229944	4.44664389113896	3.82738181366585	3
"1641"	2	0.102026538457721	5.5826624479832	6.57828265381977	5.52163486147765	2
"1642"	3	0.112300560157746	4.05444901332505	3.47208759982605	0.574982788064517	3
"1643"	5	0.0140303048305213	0.565789423228134	1.19306952899788	3.99733612348791	5
"1644"	2	0.123652619402856	0.412009732302771	8.44986300929449	0.668882274185307	2
"1645"	5	0.502068156351276	3.97567173832092	2.86886370019056	1.45732026314363	5
"1646"	8	0.115723788831383	6.64553685894304	6.54258130392991	1.38437546661589	8
"1647"	6	0.193223364867541	1.20404734736195	9.88039659229107	4.69951136340387	6
"1648"	2	0.217524841668815	3.46482984017386	9.51942226339597	5.7366893098224	2
"1649"	1	0.336080019151465	7.7744053372091	3.67734173906501	0.849768161191605	1
"1650"	4	0.257936916678193	0.936177283917684	8.29792756889947	3.86395919229835	4
"1651"	6	0.541204015512891	2.8566053100086	4.34593539158814	2.78604461136274	6
"1652"	4	0.482560643155999	5.65705957612514	3.92194397570565	5.84257037402131	4
"1653"	12	0.0634946680052142	4.51209969735774	1.46021837941371	1.50109725294169	12
"1654"	9	0.0213553987443447	1.88269018704155	1.28712437574286	2.7675729902694	9
"1655"	1	0.234814451626482	0.580618120628362	6.8318084357772	3.23375895770732	1
"1656"	4	0.154886132470312	0.639866788677325	2.16797600176651	3.22093586041592	4
"1657"	1	0.0993690541014075	2.54518688928566	7.81128364696633	1.31216802273411	1
"1658"	3	0.0198758862713423	1.99198748145225	2.1412933047628	1.07443745620549	3
"1659"	6	0.0225570043060575	1.28579237853534	4.17844806453213	5.46081642154604	6
"1660"	2	0.088403747882694	0.356221741578717	9.53116275703069	2.64900289918296	2
"1661"	32	0.135852677375078	1.64557827964744	9.39610515877139	1.44990075018723	32
"1662"	4	0.117901738453656	0.684427662639248	0.624463724298403	3.99286231130827	4
"1663"	1	0.969488356212034	0.17494828177802	2.87185439886525	3.18633897707332	1
"1664"	5	0.149453444397988	0.5389665057814	2.40490793199278	3.39314872177783	5
"1665"	16	0.0658521137200296	0.408005696909094	6.35115341173951	5.29451787495054	16
"1666"	2	0.412990295125132	0.73840532829481	8.17993971519172	1.12169072730467	2
"1667"	4	0.2860126145016	1.5231978347306	0.20844970617909	5.83681400201749	4
"1668"	8	0.0315377329621076	4.06622722686616	0.116958630899899	4.32118779025041	8
"1669"	12	0.219324250138345	1.94481377165339	0.885228828620166	0.817219364107586	12
"1670"	1	0.0354221097193658	0.0826236573124069	1.77919778022915	0.643663150491193	1
"1671"	4	0.187186121559682	3.43947082717744	6.57477217928972	1.13754628645256	4
"1672"	3	0.0440194511786103	0.166023561779495	5.40582929314114	3.57504218956456	3
"1673"	5	0.00306684020906687	3.01152382678269	5.92867641004268	3.28376101271715	5
"1674"	1	0.0222877784686002	0.929583296709532	9.21526558506303	2.05480329180136	1
"1675"	1	0.128535680472851	1.4554942160039	7.21990000237711	4.86703866033349	1
"1676"	7	0.0101772828697071	0.849157911270654	7.45881896878127	5.32106945838314	7
"1677"	7	0.151824502989177	2.19610243568595	5.6329821156105	4.09366460610181	7
"1678"	4	0.173470411726546	7.8023494265271	4.80922112176195	4.3256022403948	4
"1679"	6	0.0639138931408525	1.2096950819133	5.48632008924615	4.30436361290049	6
"1680"	3	0.0688068066723645	2.62017514918522	9.03984927264974	5.90863004652783	3
"1681"	3	0.460567574550338	1.38233032336837	7.0707054030383	2.30236831610091	3
"1682"	10	0.44509997477097	2.39858274806651	7.5153019022895	3.01400353841018	10
"1683"	1	0.217113506634211	0.228139227123601	4.6033410465112	1.05038111563772	1
"1684"	2	0.171062254711034	1.69202068994615	9.09586197216995	5.64470409567002	2
"1685"	15	0.0701492510735989	1.84125695227277	9.33739628493786	1.24163367622532	15
"1686"	3	0.247590141921284	6.63552779321464	0.557105008233339	3.74543330131564	3
"1687"	6	0.226553850985112	1.51453403014418	6.87063402587082	1.52176737203263	6
"1688"	1	0.0799530686810613	0.0574085732684767	8.26613358859904	3.10236706910655	1
"1689"	1	0.263166437295389	0.180256923718914	7.7303157317685	3.70374250237364	1
"1690"	1	0.619016417983737	0.0610293957523067	6.44081838757265	5.88515212980565	1
"1691"	2	0.728172973873925	1.61527099166373	3.42578213973902	4.08070438937284	2
"1692"	12	0.224065235248747	2.34450952840817	7.3032908428926	5.06733341910876	12
"1693"	5	0.0826443181595521	0.0806476052992576	5.33360324131791	4.68434187397361	5
"1694"	5	0.0210844363085926	0.810640728095283	3.94812251338735	2.73266383900773	5
"1695"	8	0.0495550505816937	0.0650819565591764	9.38703530901112	3.96534408431035	8
"1696"	3	0.278775406043946	5.97579216202968	1.02866289794911	1.26676259282976	3
"1697"	6	0.497378807862229	4.84128340195922	4.11847586731892	3.03047761856578	6
"1698"	5	0.134231264796108	5.55565186523223	5.03112075678073	3.00711448944639	5
"1699"	1	0.820798129918886	1.12738400997475	2.64029494335409	4.32356228830758	1
"1700"	1	0.00217509169289996	0.61596888806226	1.97014693520032	4.08981748239603	1
"1701"	5	0.185043503894451	1.12396958415048	3.80059406331275	5.87704775086604	5
"1702"	11	0.157336331709268	1.00286577154071	5.50095320972614	3.05487522552721	11
"1703"	1	0.139715845874491	5.01723598067566	8.39627929038834	1.2856259974651	1
"1704"	3	0.0334242007695138	0.984053861508566	9.25345613430254	1.1039049339015	3
"1705"	2	0.361618121324067	0.454314418486671	8.81155169950798	4.63848238391802	2
"1706"	15	0.134100852161646	0.738204820182916	0.924048227421008	0.69100629829336	15
"1707"	7	0.0160370877943933	5.42159276134245	2.22558993878774	3.27161529648583	7
"1708"	9	0.25615994594151	8.85651281646741	0.382518584909849	2.89891352423001	9
"1709"	3	0.0111312891428001	0.323956118341378	9.12139450861141	4.65059197018854	3
"1710"	5	0.0695422451011837	0.377724062311431	5.39329541507177	3.83049611665774	5
"1711"	1	0.145603483010321	1.02054214084996	6.87195961254183	1.50670278037433	1
"1712"	2	0.542399829973407	1.62177085366354	8.13251413360704	4.55829733225983	2
"1713"	7	0.0371586348861456	0.713946426543644	6.57525956495665	3.73266650806181	7
"1714"	9	0.0547504679182735	3.72532504194111	1.77551179199945	3.57089558057487	9
"1715"	3	0.342636854663926	0.600127199810123	2.30659805359319	3.0883294690866	3
"1716"	12	0.324791214203005	2.87279769720052	0.279671263392083	4.54687845648732	12
"1717"	19	0.0795003357343376	0.5711417678516	0.878732244716957	4.00226236181334	19
"1718"	2	0.383777134848719	6.98245124459768	2.13835176071152	0.774313943344168	2
"1719"	11	0.217865428878906	0.469368239815151	5.27228157047648	2.63165503845084	11
"1720"	7	0.320560453442817	0.529250107290749	6.76961729628965	5.16998694860376	7
"1721"	1	0.116881765238941	3.44382251440653	1.66000656832475	1.66052635863889	1
"1722"	2	0.927950016358748	1.1896218460995	2.75347876416054	5.53030529012904	2
"1723"	2	0.0193352356812058	1.76550143904919	8.3597768019652	4.83449255500454	2
"1724"	5	0.0102081375196576	4.32599241891456	8.60473382780328	5.41306013672147	5
"1725"	7	0.00448998874053359	1.8926164477795	0.183074065763503	2.39285600779112	7
"1726"	3	0.110415833398922	2.93100129448853	3.64420911874622	4.12314767600037	3
"1727"	3	0.200734955967848	0.486757083706646	9.13749585291371	0.786223103990778	3
"1728"	7	0.210177453011782	2.62293876255592	0.804742863844149	3.09245100710541	7
"1729"	6	0.011364677734673	1.15400245458023	1.33332312246785	4.69680899882223	6
"1730"	3	0.107741378620267	0.684999080569957	8.70840931886341	4.76055885094684	3
"1731"	7	0.0964247521749944	2.61558024118523	1.69334469530731	1.77046300005168	7
"1732"	6	0.128342224191874	0.0362618917881618	4.02888207521755	5.57442303153221	6
"1733"	5	0.302575108311883	0.139474266648701	1.37509819741827	4.03204374527559	5
"1734"	1	0.00295771594799906	0.275397245736315	4.8585817243671	4.46671971282922	1
"1735"	7	0.419876499821372	2.1424929209954	7.19668990145437	4.64493319927715	7
"1736"	11	0.0275191021151841	0.218002446617958	3.60778524545021	2.09803236601874	11
"1737"	6	0.0920746327948441	1.59805468334428	5.30429346077144	2.27726794593036	6
"1738"	7	0.00424214459282808	0.298572604681269	1.48524938656483	2.96760638500564	7
"1739"	4	0.110305434558541	0.0554054553733166	1.74800029157195	3.48431084153708	4
"1740"	3	0.37043790592063	0.989423392178992	1.66654492847156	3.04294084280264	3
"1741"	1	0.559403407540093	0.618679076101952	0.404111025040038	4.75179164845031	1
"1742"	13	0.347314463227004	2.44066735805836	1.88896071123891	1.3698586266255	13
"1743"	4	0.083637775760144	4.49977825832488	8.80303896698169	2.6845164365368	4
"1744"	5	0.28076641306661	1.98755463137933	4.67097205729224	5.08722038858104	5
"1745"	3	0.126187393069267	0.18159127864102	5.51726670376956	2.04219687310979	3
"1746"	8	0.029177859518677	4.48218494462122	7.07303128456697	1.24494516756386	8
"1747"	6	0.0980699536390603	2.26520834413467	3.5037024452351	3.40719236352015	6
"1748"	2	0.160184822559655	0.59539865321282	6.59531989754178	1.05262678209692	2
"1749"	12	0.518934344102569	4.2243920636081	2.68795495734084	4.43476042803377	12
"1750"	1	0.0119081772863865	5.25774632493356	0.201953896763735	2.03922270657495	1
"1751"	3	0.0571070577818001	1.13732778787262	3.18089651199989	1.85963899001945	3
"1752"	8	0.126124703232199	0.838653422527587	5.27328351112083	3.91458608792163	8
"1753"	2	0.0134173025377095	0.0366646321167928	1.86066856624093	2.54225897509605	2
"1754"	2	0.280929714363272	0.683389342185079	7.2061277666362	5.7485199472867	2
"1755"	1	0.59339811999815	5.85264343325845	9.254117542319	3.08729579800274	1
"1756"	17	0.524402457822986	0.343908257190274	7.90606011124328	3.11584796372335	17
"1757"	1	0.631021063473014	0.509714963356499	7.81978572797962	4.19929115474224	1
"1758"	5	0.0609636310826013	1.38408996799099	3.07183424585965	0.985860732616857	5
"1759"	8	0.298013427091723	5.20436669922262	9.34560900023207	1.19852257950697	8
"1760"	7	0.373828803731089	0.272365994060731	6.57014356097206	4.02851685974747	7
"1761"	6	0.0890504382810307	0.0551924639913031	2.4619211476529	2.80410317482892	6
"1762"	8	0.0147267342545092	1.08821690064928	1.19614997145254	1.31463254347909	8
"1763"	9	0.00482144942507148	0.138989334451112	1.43812748489436	0.993183250189759	9
"1764"	8	0.0547020308673382	1.8591404815844	8.36289635836147	3.66252322669607	8
"1765"	6	0.204430137941887	0.219167575123478	5.03293529422954	1.2605189580936	6
"1766"	6	0.127693278063089	0.162160742167032	4.62114430482034	1.86060976469889	6
"1767"	9	0.400812811015134	0.109186513089012	1.26719667189755	1.9269633917138	9
"1768"	2	0.191141095004025	1.18295075877889	5.16052052534651	5.67175602156203	2
"1769"	15	0.00564006734639406	6.4120885985301	9.34134032514412	3.13274366722908	15
"1770"	3	0.0494816769018246	2.30971413201917	1.04674317857716	2.81619704084005	3
"1771"	7	0.374411914108281	3.92341805109472	7.65142950392328	5.4243420236744	7
"1772"	3	0.0102731872179283	0.393962552442654	9.53258200141136	5.29140816791914	3
"1773"	8	0.272457786827328	0.270142457255475	0.329587397375144	4.4648050502874	8
"1774"	2	0.157449905630015	1.37012868771727	9.8028852163814	4.43001496372744	2
"1775"	7	0.0302570125134764	9.01634428938103	4.45157260505948	3.59028360212687	7
"1776"	3	0.0963158342055976	1.20783143618445	4.23769274565857	1.55453346751165	3
"1777"	3	0.00183625584468246	0.577101082263464	1.50553839360364	1.02798318944406	3
"1778"	1	0.196748840800467	2.58116917899744	2.92011179192923	2.2323569332948	1
"1779"	1	0.871108931401516	0.909907525268907	6.6942626293283	2.14711941895075	1
"1780"	3	0.261570738061311	1.83503985002883	1.63809308223426	3.51468156569172	3
"1781"	3	0.226538501298966	0.449496791301684	8.70525990780443	3.22487008711323	3
"1782"	10	0.257267972259762	6.13149511392691	5.80978301868308	5.50281714880839	10
"1783"	1	0.103999569947424	0.40084484084643	1.60607875783462	5.38088438846171	1
"1784"	5	0.0460402216503308	5.23042582656003	0.586112307477742	1.27772775420453	5
"1785"	1	0.411478077230935	0.297984771336628	6.80697934406344	4.10232291033026	1
"1786"	1	0.245537010944429	2.55298377303654	2.3905087944353	2.81835521757603	1
"1787"	1	0.366374091414695	1.50437043332535	6.88536565152463	4.20231812424026	1
"1788"	3	0.0344500095583498	1.18158519146893	2.77931993401144	5.4187743011862	3
"1789"	6	0.16230417311055	0.711823111876156	9.2991854053922	3.36567450279836	6
"1790"	12	0.0161284139732571	0.667060963665684	3.66726780268364	5.91599591902923	12
"1791"	4	0.165594911228093	5.76770521916306	4.01932173261885	0.919634985737503	4
"1792"	1	0.00451121740417104	0.708558620575082	4.73344750066753	2.65982603910379	1
"1793"	13	0.073851777613163	0.154716398507987	8.43370985959191	4.26662037265487	13
"1794"	14	0.330123477650031	1.25275229405109	7.60655983597971	3.42685836704914	14
"1795"	5	0.216003906016034	0.470528254518825	4.22250679298304	3.51991647609975	5
"1796"	1	0.179466862638723	2.12010102950012	3.11113819975872	0.922878204844892	1
"1797"	3	0.420614784518558	0.22888606536338	2.90626878736075	1.89141893503256	3
"1798"	15	0.278314823640471	0.903251113305669	3.59801947455853	5.73687120049726	15
"1799"	3	0.120444291364402	3.08083588772618	2.41256000567228	4.85382775694598	3
"1800"	5	0.53605962206883	1.27971014882017	0.445422403048724	1.11056766030379	5
"1801"	2	0.273204155257883	2.49898687058089	2.93751645407174	4.94597874837928	2
"1802"	3	0.149722494735363	0.645673160987207	3.22758202895056	1.35305035137571	3
"1803"	7	0.0448630265891552	6.61487495010181	4.79988467991352	0.913741023046896	7
"1804"	9	0.205352404518964	0.929748416551918	6.46000298415311	2.2491810786305	9
"1805"	8	0.0182453097477179	4.81350492513626	9.9238589720102	4.17569012928288	8
"1806"	4	0.29584263919889	1.10097484972148	1.43423710102215	1.20000329450704	4
"1807"	6	0.354353096183206	2.22828289181504	1.0125710895285	2.46901875012554	6
"1808"	10	0.418890252413783	2.92736195381202	7.51148755422328	2.28734531474765	10
"1809"	3	0.00608021328225732	3.27247235430239	0.841327955084853	0.998122871736996	3
"1810"	16	0.0943540958687663	0.500387986900757	4.04724948569201	2.3604671806097	16
"1811"	1	0.0202502323990799	1.0100942766683	1.55117142074741	4.988470653072	1
"1812"	3	0.0422455034674062	6.57231053175595	3.61719765164889	3.78351050103083	3
"1813"	7	0.0734897348098457	0.267082369196027	0.221038939384744	3.37165552878287	7
"1814"	1	0.040022881785921	0.412863304044055	7.11528762995731	1.36489469220396	1
"1815"	1	0.278159414960032	1.06540621754071	7.01306717337575	2.70062466722447	1
"1816"	5	0.236937372063689	3.4467863957047	2.65953190545551	1.97835784091149	5
"1817"	7	0.681265313889752	2.31995171173871	8.7811735291034	4.77863178367261	7
